OpenAlexID,DOI,RSD UUID,type,year,author position,citations,open access,project,project type,source,title
W3036818259,10.1007/978-3-030-50433-5_33,a9deec96-0d20-40eb-8bbc-7e16a8323b2f,bookSection,2020,first,21,true,e-musc,INTERNAL,Lecture Notes in Computer Science,Easing Multiscale Model Design and Coupling with MUSCLE 3
W4400439069,10.1007/978-3-031-63787-2_16,318182c2-d242-405b-b082-f670147105d1,bookSection,2024,middle,2,true,dianna,INTERNAL,Communications in Computer and Information Science,Beyond the Veil of Similarity: Quantifying Semantic Continuity in Explainable AI
W3037139639,10.1007/978-981-15-6315-7_7,bd89ea87-2f2a-4b25-af0e-570238f11b43,bookSection,2020,none,20,true,fair-data-for-capacity,INTERNAL,Communications in Computer and Information Science,Personal Health Train on FHIR: A Privacy Preserving Federated Approach for Analyzing FAIR Data in Healthcare
W4402808248,10.3233/faia240306,d0ac304e-5d5d-4385-bd56-4bd6343ad8f8,bookSection,2024,last,0,true,ras,INTERNAL,Frontiers in Artificial Intelligence and Applications,Review Argumentation at Scale
W4413374406,10.1007/978-3-031-99872-0_16,27282bb3-7f50-49af-9881-43cecd6bcc1d,bookSection,2025,none,0,false,recruit,INTERNAL,Lecture Notes in Computer Science,Breaking the I/O Barrier: 1.2 Tb/s Ethernet Packet Processing on a GPU
W3036410945,10.1007/978-3-030-50436-6_50,d0bd2033-1f3e-44fb-b2ac-5bae7b07064f,bookSection,2020,none,8,true,parallel-in-time-methods-for-the-propagation-of-uncertainties-in-wind-farm-simulations,INTERNAL,Lecture Notes in Computer Science,Intrusive Polynomial Chaos for CFD Using OpenFOAM
W4382407640,10.1007/978-3-031-36030-5_46,1f536425-9f5a-4abd-9193-927d9502d303,bookSection,2023,none,2,false,computing-societal-dynamics-of-climate-change-adaptation-in-cities,INTERNAL,Lecture Notes in Computer Science,Global Sensitivity Analysis Using Polynomial Chaos Expansion on the Grassmann Manifold
W4382564514,10.1007/978-3-031-36027-5_3,fa321793-36a7-459c-98af-bb321a6fe0de,bookSection,2023,none,1,false,computing-societal-dynamics-of-climate-change-adaptation-in-cities,INTERNAL,Lecture Notes in Computer Science,Manifold Analysis for High-Dimensional Socio-Environmental Surveys
W4401822737,10.3233/shti240729,8576fca5-f507-4662-9e47-430106b53a43,bookSection,2024,first,0,true,advantage,,Studies in Health Technology and Informatics,Beyond Docker: Enhancing vantage6 with Kubernetes for Federated Learning
W4401823582,10.3233/shti240653,60862059-1843-404c-ab05-946146a3a1cd,bookSection,2024,first,0,true,strap,INTERNAL,Studies in Health Technology and Informatics,GameBus on FHIR
W3180748777,10.1007/978-3-030-80119-9_4,bbe8017f-4f19-4d25-9887-41c1c529fe93,bookSection,2021,none,0,false,reaxpro-h2020,EXTERNAL,Lecture Notes in Networks and Systems,Scaling Out Transformer Models for Retrosynthesis on Supercomputers
W4297922661,10.1007/978-3-658-36179-2_8,cf7253b7-b678-4a9e-8c02-419bb6c0c5e7,bookSection,2022,none,1,true,inside-the-filter-bubble,INTERNAL,Standardisierte Inhaltsanalyse in der Kommunikationswissenschaft – Standardized Content Analysis in Communication Research,Content Analysis in the Research Field of Political Coverage
W4317535433,10.4324/9781003257998-11,009509f9-57f4-45f7-8509-1cbb105458a6,bookSection,2023,none,2,false,inside-the-filter-bubble,INTERNAL,News Quality in the Digital Age,Out of control?
W3037020375,10.1007/978-3-030-50436-6_29,3457e4e7-7561-4884-8330-7531b18397c1,bookSection,2020,first,11,true,cortex,EXTERNAL,Lecture Notes in Computer Science,Lessons learned in a decade of research software engineering gpu applications
W2955619011,10.1007/978-3-030-14350-3_5,da43c9a6-ab43-46f5-9779-b1f89d1cdfd3,bookSection,2019,middle,10,false,process-2,EXTERNAL,Topics in Intelligent Engineering and Informatics,Heterogeneous Exascale Computing
W3087352453,10.4337/9781788977456.00017,b2f15fb3-23e4-4304-996e-b5424a1bb62e,bookSection,2020,none,8,true,case-law-analytics,INTERNAL,Computational Legal Studies,Purposes and challenges of legal citation network analysis on case law
W4401862032,10.1007/978-3-031-69577-3_7,d9326ec0-27e1-4bad-82a2-0c29a005155b,bookSection,2024,first,2,false,esiwace3,EXTERNAL,Lecture Notes in Computer Science,Bringing Auto-Tuning to HIP: Analysis of Tuning Impact and Difficulty on AMD and Nvidia GPUs
W2952710786,10.1007/978-3-030-22747-0_29,7ee624fe-8cfa-4330-8f78-579556e0d841,bookSection,2019,first,2,false,abc-muse,INTERNAL,Lecture Notes in Computer Science,Creating a Reusable Cross-Disciplinary Multi-scale and Multi-physics Framework: From AMUSE to OMUSE and Beyond
